T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
trev,fred,seshy,siren,0,2,0
jackmaster,bertbusdriver,flion,wohlgey,1,1,2
zalost,shug,qt 3.14,ham_destroyer,0,2,0
muttnik,treechen,codeman,mertauh,0,2,0
professor pro,silent wolf,trev,fred,0,2,0
kevbot,dana,flion,wohlgey,0,2,0
tope,cyrain,zalost,shug,0,2,0
i4n,liam_butler,muttnik,treechen,0,2,0
professor pro,silent wolf,kevbot,dana,0,2,0
tope,cyrain,i4n,liam_butler,0,2,1
professor pro,silent wolf,tope,cyrain,0,2,1
muttnik,treechen,seshy,siren,1,1,2
zalost,shug,jackmaster,bertbusdriver,1,0,2
flion,wohlgey,qt 3.14,ham_destroyer,0,2,0
trev,fred,codeman,mertauh,0,2,0
seshy,siren,jackmaster,bertbusdriver,1,0,2
flion,wohlgey,trev,fred,0,2,0
kevbot,dana,jackmaster,bertbusdriver,0,2,0
i4n,liam_butler,flion,wohlgey,0,2,0
kevbot,dana,i4n,liam_butler,0,2,0
tope,cyrain,kevbot,dana,0,-2,-2
birdshit,kokichi,pikabob,lama,0,-2,-2
birdshit,kokichi,kingwolfgang,nerds,0,-2,-2
tinojoe,holiday,birdshit,kokichi,0,-2,-2
tinojoe,holiday,bangs,twig,0,-2,-2
tinojoe,holiday,carcosa,true dong,1,-2,-2
lein,jnew,bit.ly,mamekitsune,burgerdon,1,-2,-2
lein,jnew,kingwolfgang,nerds,1,-2,-2
slox,mafia,birdshit,kokichi,0,-2,-2
slox,mafia,carcosa,true dong,0,-2,-2
slox,mafia,scar,lovage805,0,-2,-2
bit.ly,mamekitsune,burgerdon,pikabob,lama,0,-2,-2
bit.ly,mamekitsune,burgerdon,tinojoe,holiday,1,-2,-2
death arcana,final,bangs,twig,0,-2,-2
death arcana,final,tinojoe,holiday,1,-2,-2
death arcana,final,chelly,milo,0,-2,-2
carcosa,true dong,chelly,milo,0,-2,-2
carcosa,true dong,death arcana,final,1,-2,-2
kingwolfgang,nerds,death arcana,final,1,-2,-2
scar,lovage805,tinojoe,holiday,0,-2,-2
scar,lovage805,bit.ly,mamekitsune,burgerdon,0,-2,-2
scar,lovage805,death arcana,final,0,-2,-2
john_117,slowbro,nipunn,kjon,1,0,2
ragtime mouse,69%,ark,hawkins,0,2,0
joejoe,doctor hu,shibō,sd master,0,0,-1
woogieboogie,shab,seantos,daniels,0,2,0
captain faceroll,cdk,nipunn,kjon,0,2,0
yeroc,tylenol p-m,ragtime mouse,69%,1,1,2
g$,ryan ford,joejoe,doctor hu,0,2,0
arcadia,yamaneko,woogieboogie,shab,0,2,0
captain faceroll,cdk,ragtime mouse,69%,0,2,0
g$,ryan ford,arcadia,yamaneko,0,2,0
captain faceroll,cdk,g$,ryan ford,1,1,2
woogieboogie,shab,john_117,slowbro,0,2,0
joejoe,doctor hu,ark,hawkins,0,2,0
yeroc,tylenol p-m,shibō,sd master,0,2,0
nipunn,kjon,seantos,daniels,0,2,0
woogieboogie,shab,joejoe,doctor hu,1,0,2
yeroc,tylenol p-m,nipunn,kjon,0,2,0
ragtime mouse,69%,joejoe,doctor hu,0,2,0
arcadia,yamaneko,yeroc,tylenol p-m,0,2,0
ragtime mouse,69%,arcadia,yamaneko,1,1,2
captain faceroll,cdk,arcadia,yamaneko,0,-2,-2
skate,kellz,beefcake,dr. funke,0,2,1
jaggedcole,mijo!,guacho,splish,0,2,0
nfreak,ox,suck,evan,1,0,2
gangly,telemonic,ragingcherry,frodan,0,2,1
pewpewu,sfat,skate,kellz,0,2,0
khale,lego,jaggedcole,mijo!,0,2,0
hungry pigeon,sk92,suck,evan,0,2,0
nintendoking,kev$,gangly,telemonic,0,2,1
pewpewu,sfat,khale,lego,0,2,0
hungry pigeon,sk92,nintendoking,kev$,0,2,0
pewpewu,sfat,hungry pigeon,sk92,0,2,0
gangly,telemonic,beefcake,dr. funke,0,2,0
suck,evan,guacho,splish,0,2,0
jaggedcole,mijo!,nfreak,ox,0,2,0
skate,kellz,ragingcherry,frodan,0,2,1
gangly,telemonic,suck,evan,0,2,0
jaggedcole,mijo!,skate,kellz,1,1,2
khale,lego,gangly,telemonic,0,2,0
nintendoking,kev$,skate,kellz,0,2,0
khale,lego,nintendoking,kev$,1,0,2
hungry pigeon,sk92,nintendoking,kev$,0,-2,-2
cola,blue jay,launch,flex36,0,2,0
echopath,6 lasers,pinkfluffycuddlebunny,jotinos,0,2,0
c4d,megaman,g,beely,0,2,0
alan,shroomed,cola,blue jay,0,2,0
shamunt,fear,jackkenney,@ashkon_,0,2,1
phex,usleon,echopath,6 lasers,0,2,0
zilo,rk,c4d,megaman,0,2,0
alan,shroomed,shamunt,fear,0,2,0
phex,usleon,zilo,rk,0,2,0
alan,shroomed,phex,usleon,0,2,0
c4d,megaman,launch,flex36,0,2,0
jackkenney,@ashkon_,pinkfluffycuddlebunny,jotinos,0,2,0
cola,blue jay,g,beely,0,2,0
c4d,megaman,echopath,6 lasers,0,2,0
jackkenney,@ashkon_,cola,blue jay,0,2,1
shamunt,fear,c4d,megaman,0,2,1
zilo,rk,jackkenney,@ashkon_,0,2,0
shamunt,fear,zilo,rk,1,0,2
phex,usleon,zilo,rk,0,-2,-2
kwang,rymo,liban$,ashley,0,2,1
_milktea,suzarya,yep,remioli,1,1,2
bi,dano,slayr,kuradoberi,1,1,2
bell,yeeman,froge,combover,0,2,0
kira,psychomidget,kwang,rymo,0,2,0
roboticphish,wakenvape,yep,remioli,0,2,0
pb&j,s0ft,slayr,kuradoberi,1,1,2
choknater,azel,bell,yeeman,0,2,0
kira,psychomidget,roboticphish,wakenvape,0,2,0
slayr,kuradoberi,choknater,azel,1,1,2
kira,psychomidget,choknater,azel,0,2,0
bell,yeeman,liban$,ashley,0,2,0
pb&j,s0ft,_milktea,suzarya,1,1,2
yep,remioli,bi,dano,0,2,1
kwang,rymo,froge,combover,0,2,0
bell,yeeman,_milktea,suzarya,0,2,1
yep,remioli,kwang,rymo,1,1,2
roboticphish,wakenvape,bell,yeeman,0,2,1
slayr,kuradoberi,kwang,rymo,1,1,2
roboticphish,wakenvape,kwang,rymo,1,1,2
choknater,azel,kwang,rymo,0,-2,-2
amdrew,vans,raves,magicalhatsdx,1,-2,-2
bdr,blaze,elites,whatever,0,-2,-2
doby,rusty shacklefurd,madman,munch,1,-2,-2
chillindude,chudat,raves,magicalhatsdx,0,-2,-2
bird jesus,mair,raalts,uuaa,0,-2,-2
zorc,acid fuccboi,bdr,blaze,1,-2,-2
emodinosaur,dkuo,madman,munch,1,-2,-2
chillindude,chudat,bird jesus,mair,0,-2,-2
bdr,blaze,madman,munch,0,-2,-2
chillindude,chudat,bdr,blaze,0,-2,-2
emodinosaur,dkuo,amdrew,vans,0,-2,-2
