name,finalPlacement
for a 50 percent chance at 1 million dollars,33
the perpendicular muffins,33
rip wpi's tmg team,9
blueprint spirits,33
l o w b o y z,33
tangential radiobroadcast,33
team diversity,9
belmelee,33
fundamental sphere,33
lowkey melee,17
mltf,33
wpi b team,17
!htc,5
sick players & stoc$,9
president tse,17
chilerz,9
welcome to boston,5
neu falco only,9
the bongo boys,17
dank nuggs,33
giraphe is the worst player on the planet,17
faded killas,5
challenge garden,33
temp name,33
pain train,33
melee socialists,17
thanks pat,33
prince squad,2
heavy mtl,9
mob,33
trumbull chat,17
silent wolf and the norcals,1
harvard x mit,17
lawn guyland,17
boston university,17
brandeis,33
for my boi harambe,17
anti socal socal club,3
team space,17
always swaggin',33
cape ft wellesley,33
20weegweeg,9
triple leaf,33
we don't need rime,17
dies irae,33
gu cru,17
platinum city gaming,33
hyperbolic time chamber 2016 lineup >;3,3
bash crew,33
t rex masters,33
a racer a princess and their three pets,9
qcity,17
leftovers,17
expert propaganda,33
stb,5
kenny's free burger,33
dreamland republic,33
