name,finalPlacement
sauce,1601
beach,129
docta love,193
sk92,129
2dollarslices,449
captain schfifty,449
hommsar,321
porkchops,97
rockmix,257
stami,1089
abcactus,577
lac,577
nokes,321
grasshoppa,833
bagels,1089
drowninfish,1089
firearrow,1089
sycko,1601
hard reid,833
lunchables,321
westballz,17
ol' dirty smashtard,1089
quixotic,577
coolkid,129
demna,1601
yuxminato,1089
burman,833
pillowmaker,577
syko,833
cow,321
elliot,833
brokr,1089
blackthunder,1601
captain lio,1089
yoshi,193
didact25,449
ses,449
lvl6zubat,1089
gab,1601
cheeze whizard,1089
daniels,1089
accelzero,1089
mr. thee,1089
skate,1089
theargentinegreek,1089
jrad,257
raven,1601
fira n ice,1601
taiko,1089
galen the wise,257
somethingazn,1601
valor_ryan,1089
branchan,833
landry!,577
waifu,833
solo,1089
ooze,1089
brick,129
oli,321
rollock,1089
uncle onion,449
tequila,1089
kimimaru,193
kieu-tip,1601
deadstorm,833
mexray,449
e102y,577
daddybiggums,1089
info,833
fulltilt,1601
typicalbad,833
forte,1089
pikabob,1089
codytappen,1089
spicythug,1089
cosmit,833
erik reeds,321
helix,833
fortefreak,321
arcane,193
gopu,1089
erik,257
surfero,577
tipc,833
_ko,1089
woogieboogie,833
floppy,577
frankypaul,1089
lyter,1089
muse_10,1089
vitamind,833
horse marth,1089
bobo big dog,1601
blindluckbert,1089
behappyu,1601
entropy,1089
bluemonkek,833
jwolf,577
gomer,1089
lama,577
tauntz,833
agi,449
keithrep,129
yakal,97
conix,449
octobear,577
pkp,1089
kcaz,833
shnarples,1089
m.kat,1089
frobey,1601
whitefiction,577
v$,577
daniel,1601
shwang,1089
mucho man randy passion,1089
trig,1089
steamfriedasian,577
technocrow,1601
paxinchristo,1089
manatee,257
nut,321
breezy,257
bensw,1601
butt zone,577
bat,1089
blackstar,1089
hyliancreation,1601
wanderew,577
redpilledangel,833
game,1089
heisenberg,833
prem,577
turtle,577
paws,1089
randy,1089
hi,577
zwephy,1601
jame,1601
u guy,833
tolerablezero,577
rick_thefox,833
no hablo,833
buhlaine,1601
milk,833
peligro,129
robohobo,833
jr1501,1089
magikarp,449
viridian,577
gelp,449
munch,449
metric,833
allpain,1089
young $,833
slaw,577
melvenorc12,1601
marcftl,1089
dern,1089
mr.squiggles,1601
wphp,577
bdn,833
fry,1601
strain,321
jm,1089
aubfox,321
bude,833
rx,833
whiz kid,1089
cakes,1601
and1,577
nathansandwich,577
fastestrock,577
goomy,577
chicago ben,1089
johnknight1,1089
k•maru,1089
naota650,449
army,449
madman,577
wirsun,1089
glenjamin,577
kei,129
freky,1601
kreylekz,1089
rickpicks,1089
yung,1601
squid,129
the amazing busterino,1601
bizzarro flame,97
jirachinick,1089
killahertz,129
therapture_,1089
kruzz,1089
hobbes,1601
guacho,1089
xf awkward,577
littlebuster,449
tang,193
dkuo,193
slox,33
nick allen,1089
store-bought pancakes,321
money,1089
zarfon,1601
trashboat,1601
wasabi,257
imyt,129
kidney,1089
scoundrel,1601
fde,1601
arakune,1601
true dong,449
idris,1089
grazi,833
kimmy,257
ciao,1601
cyrain,65
ratking,257
cottoncandy,833
jeff,1601
r.o.m.,321
tipsytoto,1601
krc_dub,1601
slumped,577
chi$munny$,1089
jose ole,577
decoste in the shell,193
rubez,1601
skillznasty,449
thane,577
mchi,577
iceman,97
jake peskin,1601
brian,321
kushmaster,833
spry,1601
nguyenning,1601
raves,577
burnt out ninja,449
ocks_rock,1089
jim jam flim flam,257
atrioc,1089
jet,833
tee knock,577
lookalike,577
wonder,449
mew2king,9
dextrous devil,1089
rapidrage,1601
geruyop,1601
yirumi,449
guavajuice,833
germ,1089
boback,1089
x,321
patrick,449
vino,65
smt,1089
tuesday,321
slartibartfast42,321
supernuggit,1089
cong,1601
wrackle,257
stacky mcbears,577
third strongest,321
ango,1089
freajk,833
lupoor,833
flimwad,1601
poontycoon,1089
amdrew,577
generic,1089
imdabes,1601
bbg,1089
eastcoastjeff,129
altf4,1601
hashbrown,1089
saydon,1089
wabunga,577
pliskin,1089
yardsale,257
eggmode,1089
bob$,193
shinobi,129
bajef,577
kittenlover,1089
yung young,1601
lardarius,1089
sonachan,1601
3hits,1089
magnetic salt,833
apples,577
baise,321
eiyuu,833
broclee,1089
imnotgood,833
infin,577
harrisonfjord,1089
leaf,577
giga,1089
mariopartywbeer,577
moonman,1089
shyboy,1601
hatbeanie,1089
ragingcherry,577
wangz,833
ccdm,577
jotinos,833
nipunn,833
onenightstanz,1089
kentobento,1089
cpwho,833
vomjom,577
littleone,833
candle,1089
commanderkool,577
raish,577
bluefalcon7,257
bird jesus,449
glee,1089
4sk,1089
bacon,321
ari,577
tid,833
metallic,577
appel,1089
rymo,577
dayge,321
butt,1601
tranmobile,577
boandrew,833
rickshaw,449
q,193
real,1089
eval,193
sweet,193
typo,577
blargh257,577
vortex,65
bojo,1089
seymourstyle,1601
nav,577
vrudssbm,1089
toastbread,97
frotaz,577
nhat,97
rottenboyz,833
humanoid,1089
deskpop,833
cantus,257
chango,449
aeiou,577
kali,577
juicen,577
prevalence,321
brtarolg,193
scrooge,833
amoeba,1089
sirreal,1601
gh0st,1089
ej39,1089
dethasarus rex,1089
aero,1601
rick rosser,1089
nigo,577
jippythelion,1089
kanti,193
leahboo,833
wassup,1601
tblow,833
ltigre,577
eater,833
samurice,1089
spades,449
iram,321
black^sheep,833
ai,833
blackmoneycris,833
slush,577
chrisinajar,1089
stryj,1089
ninji,321
coffeeblack,97
yng$falcon,577
dr. z,193
vudujin,129
romeo,193
adobro,1601
papapaint,1089
gangly,577
bassmanbran,1089
buttermilk,1601
boba,1089
sfat,5
pikminbutdeadly,321
zopher,833
pdub,577
cherished doll,1601
saucy pirate,833
akiva,321
wisely,577
matx,1601
butler,1089
captain smuckers,49
contra,577
whatisfear,577
bigwenz,257
kirbykaze,65
dwreck,449
oyako,577
tm,129
kjh,33
mrdrjacob,1089
shenpai,1601
renegade hexer,1089
daftzeppelin,1601
psychictandemwarelephant,833
rome,1089
xu,1089
chrim foish,1601
yih,449
koon,1089
blueguy,449
segfault,833
grif,1089
wellpebbles,1089
fridgebits,257
etc,1089
starelf,1089
fiction,25
drunksloth,97
overtriforce,129
subtle,193
sir skaro,577
docmo,449
masha,577
aedrenaline,1089
massheist,321
dcmaster,833
skelly,1089
locuan,1601
m,577
nerodero,193
bradendu,833
hamyojo,97
viper,1089
pb&j,129
jacob,321
fluffylemons,1089
ricedude,1089
neverlucky,1089
yeroc,321
goliath,833
hawk,833
plup,9
ludicity,833
timesink,833
realdingoes,321
bear,1601
reno,49
chuck lee,577
w33dl0rd840,321
laham,1089
potato,129
thespymachine,833
boveda,1601
ka-master,49
paper tiger,833
calta,321
zeldafreak,193
crossie,577
enjoiful,1601
tafy,1089
flwns,833
gar,129
frootloop,65
mova,1089
rofl,49
jmlee337,1089
maverick,1601
electric soldier,1601
donnie cash,577
sora,193
jazzy,1089
rovl,1089
macd,17
laudandus,25
thx,321
krusty kurt,449
khale,257
violence,193
ted,257
alex19,17
astealthykorean,833
tlo,1089
pimp jong illest,321
pwrup!,449
cactuar,33
smurf,577
dempsey,449
mamabenji,1089
edwin...,1089
bandit,1601
tafokints,97
juggleguy,129
sir,833
d.m.,449
mhmm,1089
irish,449
sacasumoto,97
big tone,1601
sebs,1601
god with a wavebird,193
ja-fraud,321
schwiebs,577
arcadia,321
nipples,577
toiya,449
swoop,1089
djnour,1601
zane,1601
grandma's cleavage,577
zombie!,257
xxbounty,577
snap,577
eclipsing binary,257
berble,129
kanto,1601
mono,833
kennybuchi,833
slash,833
maximo,449
rh0mbus,1089
taco,1089
t1s,577
j.p,577
ride,577
nagate,449
fluid,193
cdk,17
bladewise,49
zoap,193
seshy,449
doyoung2win,321
outthecuts,833
holz!,1089
kelso,1089
pewpewu,9
dana,321
anathema,577
dr. grin,449
pretty cool guy,833
rattigan,1601
chetter,577
koopatroopa895,257
organic_bean,1089
2 johns,449
travist,449
psychomidget,193
mr yaah,1089
mindchanger,1601
fitz,321
thrash,449
steven,1089
jerome the gnome,1089
dinkles,1601
anto,193
dzd,449
mr. nima,193
khoid,1601
cipher,321
insufficient heat,1601
teo,833
bestpie,833
rusty shacklefurd,833
gerryog,833
zhu,33
soupostrich,1601
rice climbers,833
pastor,1089
dep,449
jamnt0ast,1089
habilecho,1089
crush,1089
neku,1089
blackmagic754,1601
rustin,129
shiny,129
saba,321
connoreno,1089
method,833
dingus,833
old$,577
mr. owl,1601
core,449
esam,65
syd,257
ebay,257
edlose,1601
xhyrri,833
garv,1601
thatnastypasta,833
kira,49
kellen,321
djswerve,1089
goatlink,577
silent wolf,17
d4c,833
nickpeaches,833
stupid yoshii,1601
yam$,833
etroknight,1601
jekyll,577
d-tek,833
shybagger,833
grizzlybair,1089
commissioner gordon,577
chippo,1601
james j,1601
dolphintv,1089
lady c,833
mr. meeseeks,1089
silentknight,1601
firefly,577
kevbot,257
vans,1089
