player,mu,sigma,wins,losses,sets
superboomfan,50.3366929526,1.30784039417,100,7,107
alvin,47.9657361941,1.70084430904,26,4,30
wario,46.8011037125,2.77164036346,10,1,11
k y s k,45.8303573405,2.55280925386,8,2,10
wizzrobe,45.5689253847,1.25799231516,57,13,70
mariguas,45.5618457921,1.41158448406,47,12,59
isai,44.6977735024,1.67469014697,32,8,40
wangera,44.3734142345,2.06881314538,16,5,21
dext3r,44.2977889413,1.41488889325,37,12,49
tacos,44.2439947829,1.39538414795,45,14,59
kerokeroppi,44.1493319944,1.2008180269,62,19,81
tr3gthez,43.6646974538,1.49225756066,35,11,46
yu-kun,42.2928048381,2.98715582073,6,2,8
stranded,42.1704499344,1.70407549857,23,8,31
kurabba,41.9666255104,2.97715064691,7,2,9
revan,41.901373155,1.40663997006,39,13,52
barksanchez,41.8121271542,1.35782261098,39,16,55
taimai,41.4993003292,2.98131298308,5,2,7
prince,41.1892899889,2.99401897546,7,2,9
fox,40.4892722307,1.98751486178,17,7,24
dtan,40.3827461697,1.65467996871,23,10,33
zantetsu,39.9678771942,2.49692407694,13,4,17
bark the shark,39.7355071469,1.68940569243,29,11,40
fireblaster,39.5632691177,1.23810484631,54,20,74
derek #squats,39.318397438,2.13155850123,11,5,16
jaimehr,39.3115846162,1.60728589853,27,12,39
kort,38.9735488772,2.31003341971,11,6,17
banze,38.9477232945,2.39828429918,11,5,16
firo,38.7595716979,1.96724361831,15,8,23
marbles,38.2965461612,1.65268467145,27,11,38
vinsanity,38.2668868814,3.34641368653,6,2,8
hero pie,38.0794499959,2.33120168229,11,6,17
combo blaze,37.9965540558,1.84161636532,20,10,30
lowww,37.9206240574,3.18610812784,7,2,9
shalaka,37.7371175209,2.47439934983,10,6,16
heropie,37.6126532768,2.4003979063,12,4,16
zero,37.5889480837,1.81389931785,17,10,27
cobr,37.5367436175,2.07245925352,14,8,22
bonobono,37.5215681788,3.26810400356,5,2,7
handsometom,37.4794118977,2.04838645993,14,8,22
nacl,37.3489082872,1.99854977408,16,9,25
lorenzo,37.3237780376,1.73231698971,22,8,30
kyle tree,37.0167877215,2.12361971847,13,8,21
lord narwhal,36.8525353228,1.99551445403,14,9,23
nintendude,36.84074975,1.53901111585,26,16,42
shears,36.8109031277,1.18071231348,53,27,80
$$$ jim $$$,36.7732175672,2.19938194763,12,5,17
mojomonkey,36.7465834368,3.23325123148,6,2,8
kimimaru,36.4606831443,2.10563988829,16,8,24
nta,36.3335406268,3.3180572192,4,3,7
janitor,35.9144656984,1.66276158687,27,12,39
near,35.8564598969,3.01899918724,7,3,10
ybombb,35.7696664756,2.71023200622,9,5,14
wookiee,35.6725040828,1.76279619212,22,11,33
clubbadubba,35.6463786553,2.47353878856,9,6,15
sotoh,35.6287354466,1.80746424051,20,12,32
janco,35.5138079891,2.75735711011,8,5,13
star king,35.3659210494,3.36163352645,4,3,7
robert,35.3017330196,2.15919682907,15,7,22
jason,35.2103900045,1.88245596023,19,9,28
fumbles,35.1912927426,3.1418460738,5,3,8
nothing,35.1662167856,2.23725447581,15,6,21
pugs,35.1141821107,1.99121068704,13,7,20
amida,34.9576084304,2.232973506,13,7,20
sheermadness,34.8137791393,2.75903467565,7,4,11
hipstur,34.8124190019,1.77044923917,24,11,35
finio,34.709443322,3.56302260724,5,2,7
dajjal,34.7086609702,2.01088901245,15,9,24
a$,34.6529372572,3.61518577109,4,2,6
loto,34.5785570437,2.67558535112,8,4,12
snorlax,34.1509813672,2.19428977085,12,8,20
darkhorse,34.0912951365,1.74230699384,21,15,36
sextc,34.0603159236,3.22483747476,5,3,8
saltsizzle,34.0224122064,2.2104807754,10,8,18
monte,33.8877738107,3.26860967435,4,3,7
sax,33.7237563831,3.16388556743,5,3,8
b link,33.7043735207,3.41574568432,4,3,7
jay-r,33.6986723234,3.67430439323,5,2,7
fishaman p,33.6937242847,2.43782345652,9,6,15
battlecow,33.6697597335,3.11712144552,5,3,8
andykins,33.6625158183,2.92142077205,5,3,8
ctg,33.6395062715,1.78166230778,18,14,32
satan [turner],33.5848320568,3.29623966057,4,3,7
sunnyb,33.5015024567,3.33234229103,5,3,8
facechew,33.4806776768,3.92657652704,5,2,7
collin,33.4759562048,3.99706268072,3,2,5
stonefallow,33.4537595014,3.33820273813,7,4,11
freean,33.3953040256,1.91085051944,17,10,27
dark gentleman,33.3569573422,2.91482922881,7,4,11
the protagonist,33.316379494,2.27863564573,10,9,19
smash jesus,33.3094645151,2.26685997685,14,6,20
jay_mute$,33.2908534773,2.54968174456,9,5,14
poobearninja,33.2675205729,2.85015494485,9,4,13
butt solo,33.2668187459,3.88287929716,3,3,6
nickelbackstreetboy,33.2445204845,3.47417075687,4,2,6
bowl,33.1558843423,2.78502297217,8,5,13
yobolight,33.1253665643,2.40933677569,12,7,19
connor,32.9915151245,2.30009088387,12,7,19
ken,32.9525318648,5.2000068451,2,1,3
box765,32.9486376113,3.17835850471,6,3,9
gravyfingers,32.8679894186,3.33457822164,4,3,7
automatic,32.8666074297,3.67489253005,4,2,6
preston,32.865845254,2.10285196029,14,9,23
nattybroh,32.6576172721,2.58174552461,9,4,13
knitephox,32.6486675768,2.39986838292,10,7,17
dogg,32.6434332409,2.5599016294,8,6,14
scoback,32.6357499164,2.23833302573,9,9,18
logic,32.633296766,2.7329863188,7,4,11
hotline,32.5698923402,3.71403908459,4,2,6
the big d,32.5647297015,4.10768684903,4,2,6
eggmode,32.5351446351,2.08443347408,14,11,25
jimmy joe,32.5287861987,1.63287749621,21,16,37
masterhandjob,32.5266916588,2.00919609506,15,11,26
the dark gentleman,32.4793138171,3.45633939111,4,3,7
greginator,32.4236876056,4.12567348207,3,2,5
yunque,32.4081618263,2.86663073414,6,5,11
tyhiggz,32.3022257452,1.99554160596,13,10,23
mr.sir,32.2395329222,1.53186744593,25,19,44
josephzander,32.2020033826,3.27867843889,6,3,9
letsgo,32.1883005291,2.82142760879,6,6,12
b0n,32.1595441517,3.98560947057,4,2,6
mokkori,32.1114700357,3.91308839434,4,2,6
socrates,32.1069281277,4.20470648305,3,2,5
cyoonit,32.0990958528,3.48305198475,4,3,7
kaz,32.0783309368,2.8077681351,8,5,13
subtle,32.0477713403,2.74771567519,8,7,15
rossi,31.9924556002,4.06630453493,3,2,5
madrush21,31.9747779304,1.45556738768,27,22,49
inukem,31.9541037237,3.27304456236,5,2,7
daniel,31.9411483161,2.31315656094,11,8,19
eg,31.9301102949,1.99952166743,14,8,22
ivor,31.8145289806,4.01162672432,3,2,5
rith,31.7710413189,3.64186631047,4,3,7
a to tr3gthez,31.7217069276,2.102950213,11,10,21
shanks,31.7154959219,2.92695440862,7,5,12
spongy,31.6952978603,2.62890947506,9,4,13
sedda,31.6720830212,2.90689530426,7,4,11
d35,31.6071285168,1.75014426867,20,14,34
limesoda,31.5457597082,2.37157409276,9,7,16
g0d,31.4982352473,4.47998791561,2,2,4
natendo,31.4665474062,3.84524862973,4,2,6
bard,31.4618525499,1.81688297487,18,12,30
tot,31.4563966288,3.01820407253,7,6,13
esid,31.4281713598,3.07269551479,6,3,9
onski,31.4179160374,1.99713484131,18,13,31
kyle,31.4139103813,4.04438002411,3,2,5
