superboomfan,1956.3888731192405,72.57095414273329
superboom,1907.2298030988004,162.58345555332244
wizzrobe,1831.1640461915297,82.93792237379876
alvin,1827.4565340244526,110.20831912594903
mariguas,1809.7877861142442,87.52337663106738
isai,1800.395412910244,105.55630920630222
tacos,1789.8815220653526,80.8998869337702
revan,1784.175224589379,81.8998924965755
tr3gthez,1782.9306540141786,92.96449344542087
dext3r,1780.6770291638163,110.20831912594903
kerokeroppi,1778.1777988008848,82.93792237379876
smash jesus,1755.358260540123,148.66231677760138
heropie,1755.358260540123,148.66231677760138
wangera,1755.358260540123,148.66231677760138
kimimaru,1755.358260540123,148.66231677760138
bark the shark,1750.78058875915,87.52337663106738
stranded,1731.7962938043484,155.1564405448087
kurabba,1731.7962938043484,155.1564405448087
prince,1731.7962938043484,155.1564405448087
marbles,1731.7962938043484,155.1564405448087
lowww,1731.7962938043484,155.1564405448087
fireblaster,1728.3812150179974,79.00506873400876
sotoh,1728.2400253254136,121.7173465373465
wookiee,1711.3202234342043,125.20540482411681
fox,1711.3202234342043,125.20540482411681
handles,1711.3202234342043,125.20540482411681
jaimehr,1705.6434058970328,115.53510588899712
janitor,1703.6149015494002,162.58345555332244
esid,1696.6789796125786,142.92083248799463
nothing,1692.311718804667,129.01161613148298
nattybroh,1692.311718804667,129.01161613148298
nintendude,1671.6545216629966,105.55630920630222
gildo,1671.450841644658,112.77747240346957
handsometom,1671.1800189940602,121.7173465373465
spongy,1670.8023014850546,133.18748653434594
poobearninja,1670.8023014850546,133.18748653434594
dusttin,1670.8023014850546,133.18748653434594
near,1670.2388403600821,148.66231677760138
derek #squats,1670.2388403600821,148.66231677760138
mrmarbles,1669.3079546735532,171.19048424642259
sheermadness,1669.3079546735532,171.19048424642259
lorenzo,1669.3079546735532,171.19048424642259
jay_mute$,1669.3079546735532,171.19048424642259
facechew,1669.3079546735532,171.19048424642259
ybombb,1669.3079546735532,171.19048424642259
finio,1669.3079546735532,171.19048424642259
jxc,1669.3079546735532,171.19048424642259
bonobono,1669.3079546735532,171.19048424642259
shears,1665.0216228850325,75.58338946499205
robert,1650.9430167387175,125.20540482411681
cobr,1650.9430167387175,125.20540482411681
p21/c,1646.2636562982284,137.79700659050764
starchild,1646.2636562982284,137.79700659050764
firo,1644.2377766072693,103.4408440843216
amida,1640.3385145819082,110.20831912594903
quickcav,1639.077776282609,155.1564405448087
kort,1639.077776282609,155.1564405448087
zero,1639.077776282609,155.1564405448087
d35,1639.077776282609,155.1564405448087
barksanchez,1635.2208127586912,118.50545305967287
dajjal,1635.2208127586912,118.50545305967287
shihman,1633.632546706522,99.56545177597415
combo blaze,1628.7408912472474,105.55630920630222
greeno,1628.7408912472474,105.55630920630222
jason,1628.2078125364446,129.01161613148298
hotline,1626.6347392980852,181.327218071054
tonester,1626.6347392980852,181.327218071054
a$,1626.6347392980852,181.327218071054
loto,1626.6347392980852,181.327218071054
the american patriot,1626.6347392980852,181.327218071054
zantetsu,1626.6347392980852,181.327218071054
natendo,1626.6347392980852,181.327218071054
xyk,1626.6347392980852,181.327218071054
the big d,1626.6347392980852,181.327218071054
heny935,1626.6347392980852,181.327218071054
b0n,1626.6347392980852,181.327218071054
v,1626.6347392980852,181.327218071054
yobolight,1622.4648868890415,112.77747240346957
hipstur,1622.4648868890415,112.77747240346957
b.i.,1618.007387767547,142.92083248799463
dark gentleman,1618.007387767547,142.92083248799463
waxy:joe,1618.007387767547,142.92083248799463
duncs,1618.007387767547,142.92083248799463
smurf,1614.1200126627068,121.7173465373465
darkhorse,1602.8217029485165,115.53510588899712
daniel,1602.4813808910328,133.18748653434594
janco,1602.4813808910328,133.18748653434594
kaz,1602.4813808910328,133.18748653434594
snorlax,1602.4813808910328,133.18748653434594
onski,1601.8074507747,162.58345555332244
shalaka,1601.8074507747,162.58345555332244
tot,1601.8074507747,162.58345555332244
llcstoism,1601.8074507747,162.58345555332244
fingerblast,1601.8074507747,162.58345555332244
$$$ jim $$$,1601.8074507747,162.58345555332244
sax,1601.8074507747,162.58345555332244
sunnyb,1601.8074507747,162.58345555332244
banze,1601.8074507747,162.58345555332244
sextc,1601.8074507747,162.58345555332244
eggmode,1601.8074507747,162.58345555332244
mr.sir,1591.0987361063992,88.79369254671144
daniels,1590.5658100432304,125.20540482411681
lord narwhal,1590.5658100432304,125.20540482411681
clubbadubba,1590.5658100432304,125.20540482411681
umbra,1585.119420180041,148.66231677760138
mustard tiger,1585.119420180041,148.66231677760138
zyrg,1585.119420180041,148.66231677760138
dogs_johnson,1585.119420180041,148.66231677760138
tbq,1585.119420180041,148.66231677760138
elated,1585.119420180041,148.66231677760138
knitephox,1581.1324876552146,118.50545305967287
bard,1581.1324876552146,118.50545305967287
jimmy joe,1573.6537226537732,97.78425280638199
gt,1573.478932133425,112.77747240346957
freean,1573.1318281491142,137.79700659050764
preston,1573.1318281491142,137.79700659050764
toro,1572.1099172881784,193.50806262707775
chuck lubs,1572.1099172881784,193.50806262707775
1000,1572.1099172881784,193.50806262707775
stonehaus,1572.1099172881784,193.50806262707775
mando,1572.1099172881784,193.50806262707775
jungle,1572.1099172881784,193.50806262707775
wazzberry,1572.1099172881784,193.50806262707775
notlightningrunner,1572.1099172881784,193.50806262707775
rossi,1572.1099172881784,193.50806262707775
b33f,1572.1099172881784,193.50806262707775
pugs,1572.1099172881784,193.50806262707775
sedda,1572.1099172881784,193.50806262707775
jsmirk,1572.1099172881784,193.50806262707775
beguiler,1572.1099172881784,193.50806262707775
professor_wizard,1572.1099172881784,193.50806262707775
zergos,1572.1099172881784,193.50806262707775
no~m,1572.1099172881784,193.50806262707775
commander,1572.1099172881784,193.50806262707775
dpb,1572.1099172881784,193.50806262707775
cortese187,1572.1099172881784,193.50806262707775
ivor,1572.1099172881784,193.50806262707775
dr. lampy,1572.1099172881784,193.50806262707775
socrates,1572.1099172881784,193.50806262707775
